Total percentage allocation for distributed cost center should be equal to 100,La asignación porcentual total para el centro de costos distribuido debe ser igual a 100,
Total salary booked against this component for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,Total salary booked against this component for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,
Total salary booked for this employee from the beginning of the month up to the current salary slip's end date.,Total salary booked for this employee from the beginning of the month up to the current salary slip's end date.,
Total salary booked for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,Total salary booked for this employee from the beginning of the year (payroll period or fiscal year) up to the current salary slip's end date.,
Total weightage assigned should be 100%.<br>It is {0},El peso total asignado debe ser del 100%.<br> Es {0},
Total working Days Per Year,Total working Days Per Year,
Total working hours should not be greater than max working hours {0},Total de horas de trabajo no deben ser mayores que las horas de trabajo max {0},
Total {0} ({1}),Total {0} ({1}),
"Total {0} for all items is zero, may be you should change 'Distribute Charges Based On'","Total de {0} para todos los elementos es cero, puede ser que usted debe cambiar en &quot;Distribuir los cargos basados en &#39;",
Total(Amt),Monto total,
Total(Qty),Total (Cantidad),
Totals,Totales,
Trabajos de Segundo Plano,Trabajos de Segundo Plano,
Traceability,Trazabilidad,
Traceback,Rastrear,
Track Service Level Agreement,Seguimiento del acuerdo de nivel de servicio,
Track separate Income and Expense for product verticals or divisions.,Seguimiento de Ingresos y Gastos por separado para las verticales de productos o divisiones.,
Track this Delivery Note against any Project,Seguir este albarán en contra de cualquier proyecto,
Track this Purchase Receipt against any Project,Seguimiento de este recibo de compra contra cualquier proyecto,
Track this Sales Order against any Project,Monitorear esta Orden de venta sobre cualquier proyecto,
Tracking Status,Tracking Status,
Tracking Status Info,Tracking Status Info,
Tracking URL,Tracking URL,
Train,Entrenamiento,
Trainer Email,Correo electrónico del entrenador,
Trainer Name,Nombre del entrenador,
Training,Formación,
Training Date,Fecha de entrenamiento,
Training Event,Evento de Capacitación,
Training Event Employee,Evento de Formación de los trabajadores,
Training Events,Eventos de entrenamiento,
Training Feedback,Comentarios del entrenamiento,
Training Program,Programa de Entrenamiento,
Training Result,Resultado del entrenamiento,
Training Result Employee,Resultado del Entrenamiento del Empleado,
Trainings,Entrenamientos,
Transaction,Transacción,
Transaction Currency,moneda de la transacción,
Transaction Date,Fecha de Transacción,
Transaction Deletion Record,Registro de eliminación de transacciones,
Transaction Deletion Record Item,Transaction Deletion Record Item,
Transaction Details,Detalles de la Transacción,
Transaction Error,Error de transacción,
Transaction ID,ID de transacción,
Transaction Limit,Transaction Limit,
Transaction Name,Nombre de transacción,
Transaction Settings,Configuración de transaccion,
Transaction Type,tipo de transacción,
Transaction currency must be same as Payment Gateway currency,Moneda de la transacción debe ser la misma que la moneda de la pasarela de pago,
Transaction not allowed against stopped Work Order {0},Transacción no permitida contra orden de trabajo detenida {0},
Transaction reference no {0} dated {1},Referencia de la transacción nro {0} fechada {1},
Transactions,Transacciones,
Transactions Annual History,Historial Anual de Transacciones,
Transactions Settings,Configuración de transacciones,
Transactions against the Company already exist! Chart of Accounts can only be imported for a Company with no transactions.,Ya existen transacciones para la Compañía. El Plan de cuentas solo puede ser importado para Compañías sin transacciones.,
Transactions cannot be created for an Inactive Employee {0}.,Transactions cannot be created for an Inactive Employee {0}.,
Transfer,Transferencia,
Transfer Date,Fecha de Transferencia,
Transfer Material,Transferencia de Material,
Transfer Material Against,Transferir material contra,
Transfer Material to Supplier,Transferir material a proveedor,
Transfer Materials For Warehouse {0},Transferir materiales para almacén {0},
Transfer Qty,Cantidad Transferida,
Transfer Status,Estado de transferencia,
Transfer Type,Tipo de transferencia,
Transfered,Transferido,
Transferred,Transferido,
Transferred Qty,Cantidad Transferida,
Transferred Quantity,Cantidad transferida,
Transport Receipt Date,Fecha del Recibo de Transporte,
Transport Receipt No,Recibo de Transporte Nro,
Transport Receipt No and Date are mandatory for your chosen Mode of Transport,El recibo de transporte y la fecha son obligatorios para el modo de transporte elegido,
Transportation,Transporte,
Transporter,Transportador,
Transporter Details,Detalles de Transporte,
Transporter ID,ID de Transportador,
Transporter Info,Información de Transportista,
Transporter Name,Nombre del Transportista,
Travel,Viajes,
Travel Advance Required,Se Requiere Avance de Viaje,
Travel Expenses,Gastos de Viaje,
Travel From,Viajar Desde,
Travel Funding,Financiación de Viajes,
Travel Itinerary,Itinerario de Viaje,
Travel Request,Solicitud de Viaje,
Travel Request Costing,Costo de Solicitud de Viaje,
Travel To,Viajar a,
Travel Type,Tipo de Viaje,
Treatment Period,Período de Tratamiento,
Treatment Plan Template,Treatment Plan Template,
Treatment Plan Template Item,Treatment Plan Template Item,
Treatment Plan Template Practitioner,Treatment Plan Template Practitioner,
Treatment Task,Tarea de Tratamiento,
Tree Details,Detalles del árbol,
Tree Type,Tipo de arbol,
Treshold {0}% appears more than once,Umbral {0}% aparece más de una vez,
Trial Balance,Balance de comprobación,
Trial Balance (Simple),Balance de Sumas y Saldos (Simple),
Trial Balance for Party,Balance de Terceros,
Trial Period End Date,Fecha de Finalización del Período de Prueba,
Trial Period End Date Cannot be before Trial Period Start Date,La fecha de finalización del período de prueba no puede ser anterior a la fecha de inicio del período de prueba,
Trial Period Start Date,Fecha de Inicio del Período de Prueba,
Trial Period Start date cannot be after Subscription Start Date,La fecha de inicio del período de prueba no puede ser posterior a la fecha de inicio de la suscripción,
Trialling,Periodo de Prueba,
Tuesday,Martes,
Tweet,Pío,
Tweet length Must be less than 280.,Tweet length Must be less than 280.,
Tweet length must be less than 280.,Tweet length must be less than 280.,
Twice Daily,Dos veces al día,
Twitter,Gorjeo,
Twitter Error {0} : {1},Twitter Error {0} : {1},
Twitter Post Id,ID de publicación de Twitter,
Twitter Settings,Configuración de Twitter,
Two-way,Bidireccional,
Type,Tipo,
Type of Business,Tipo de negocio,
Type of Payment,Tipo de Pago,
Type of Proof,Tipo de Prueba,
Type of Sample,Tipo de Muestra,
Type of document to rename.,Indique el tipo de documento que desea cambiar de nombre.,
Type of the new Service Unit,Type of the new Service Unit,
Types of activities for Time Logs,Tipos de actividades para los registros de tiempo,
UAE VAT 201,UAE VAT 201,
UAE VAT Account,UAE VAT Account,
UAE VAT Accounts,UAE VAT Accounts,
UAE VAT Settings,UAE VAT Settings,
UK,Reino Unido,
UOM,UOM,
UOM Category,Categoría UOM,
UOM Conversion Detail,Detalles de conversión de unidad de medida (UOM),
UOM Conversion Factor,Factor de Conversión de Unidad de Medida,
UOM Conversion factor ({0} -> {1}) not found for item: {2},Factor de conversión de UOM ({0} -&gt; {1}) no encontrado para el artículo: {2},
UOM Conversion factor is required in row {0},El factor de conversión de la (UOM) es requerido en la línea {0},
UOM Conversion in Hours,Conversión de UOM en Horas,
UOM Name,Nombre de la unidad de medida (UOM),
UOM coversion factor required for UOM: {0} in Item: {1},Factor de conversion de la Unidad de Medida requerido para la Unidad de Medida {0} en el artículo: {1},
UOM in case unspecified in imported data,UOM en caso no especificado en los datos importados,
UOMs,UOM,
UPC-A,UPC-A,
URL,URL,
URL can only be a string,La URL solo puede ser una cadena,
"URL for ""All Products""",URL de &quot;Todos los productos&quot;,
US,Estados Unidos,
USD,USD,
Unable to find DocType {0},No se puede encontrar DocType {0},
Unable to find Salary Component {0},No se puede encontrar el componente de salario {0},
Unable to find exchange rate for {0} to {1} for key date {2}. Please create a Currency Exchange record manually,No se puede encontrar el valor de cambio para {0} a {1} para la fecha clave {2}. Crea un registro de tipo de cambio manualmente,
Unable to find score starting at {0}. You need to have standing scores covering 0 to 100,No se puede encontrar la puntuación a partir de {0}. Usted necesita tener puntuaciones en pie que cubren 0 a 100,
Unable to find the time slot in the next {0} days for the operation {1}.,No se puede encontrar el intervalo de tiempo en los próximos {0} días para la operación {1}.,
Unable to update remote activity,No se puede actualizar la actividad remota,
Unallocated Amount,Monto no asignado,
Unassigned Qty,Unassigned Qty,
Unbilled Services,Unbilled Services,
Unblock Invoice,Desbloquear factura,
Uncheck all,Desmarcar todos,
Unclaimed amount,Cantidad no Reclamada,
Uncleared Balance,Saldo no liquidado,
Unclosed Fiscal Years Profit / Loss (Credit),Sin cerrar los años fiscales ganancias / pérdidas (de crédito),
Undeposited Funds Account,Cuenta de Fondos no Depositados,
Under AMC,Bajo CMA (Contrato de mantenimiento anual),
Under Graduate,Estudiante,
Under Warranty,Bajo garantía,
Underline,Subrayar,
Undo,Deshacer,Undo removal of item.
Undue Booked Interest,Undue Booked Interest,
Unfulfilled,Incumplido,
Unit,Unidad(es),
Unit Of Measure,Unidad de medida,
Unit of Measure,Unidad de Medida (UOM),
Unit of Measure {0} has been entered more than once in Conversion Factor Table,Unidad de Medida (UOM) {0} se ha introducido más de una vez en la tabla de factores de conversión,
Units of Measure,Unidades de medida,
Unknown,Desconocido,
Unknown Caller,Llamador desconocido,
Unlink Advance Payment on Cancellation of Order,Desvinculación de pago adelantado en la cancelación de la orden,
Unlink Payment on Cancellation of Invoice,Desvinculación de pago en la cancelación de la factura,
Unlink external integrations,Desvincular integraciones externas,
Unmarked Attendance,La asistencia sin marcar,
Unmarked Attendance for days,Asistencia sin marcar por días,
Unmarked Days,Días sin marcar,
Unmarked Days is treated as {0}. You can can change this in {1},Unmarked Days is treated as {0}. You can can change this in {1},Payroll Settings
Unmarked days,Días sin marcar,
Unpaid,Impagado,
Unpaid Expense Claim,Reclamación de gastos no pagados,
Unpaid and Discounted,Sin pagar y con descuento,
Unplanned machine maintenance,Mantenimiento no planificado de la máquina,
Unpledge,Desatar,
Unpledge Time,Desplegar tiempo,
Unpledged,Sin plegar,
Unpublish Item,Artículo no publicado,
Unpublish {0}?,Unpublish {0}?,
Unrealized Exchange Gain/Loss Account,Cuenta de Ganancias/Pérdidas de cambio no realizado,
Unrealized Profit / Loss Account,Cuenta de Pérdidas / Ganancias no realizadas,
Unrealized Profit / Loss account for intra-company transfers,Unrealized Profit / Loss account for intra-company transfers,
Unreconciled,No conciliado,
Unreconciled Amount,Unreconciled Amount,
Unreconciled Entries,Unreconciled Entries,
Unresolve,No resolver,
Unresolved,Irresoluto,
Unscheduled,Sin programación,
Unsecured Loans,Préstamos sin garantía,
Unsigned,No Firmado,
Unsubscribe from this Email Digest,Darse de baja de este boletín por correo electrónico,
Unsubscribed,No suscrito,
Unsupported GST Category for E-Way Bill JSON generation,Categoría GST no compatible para la generación E-Way Bill JSON,
Until,Hasta,
Untracked Hours,Untracked Hours,
Untracked Hours (U),Untracked Hours (U),
Unused leaves,Ausencias no utilizadas,
Unverified,Inconfirmado,
Unverified Webhook Data,Datos Webhook no Verificados,
Upcoming Calendar Events,Upcoming Calendar Events,
Upcoming Holidays Reminder,Upcoming Holidays Reminder,
Update,Actualizar,
Update Account Name / Number,Actualizar el Nombre / Número  de la Cuenta,
Update Account Number / Name,Actualizar el Número / Nombre  de la Cuenta,
Update Auto Repeat Reference,Actualizar la Referencia de Repetición Automática,
Update BOM Cost Automatically,Actualizar automáticamente el coste de la lista de materiales,
"Update BOM cost automatically via scheduler, based on the latest Valuation Rate/Price List Rate/Last Purchase Rate of raw materials","Actualice el costo de la lista de materiales automáticamente a través del programador, según la última tasa de valoración / tasa de lista de precios / tasa de última compra de materias primas",
Update Billed Amount in Sales Order,Actualizar el Importe Facturado en la Orden de Venta,
Update Clearance Date,Actualizar fecha de liquidación,
Update Consumed Material Cost In Project,Actualizar el costo del material consumido en el proyecto,
Update Cost,Actualizar costos,
Update Cost Center Name / Number,Variación de objetivos del territorio basada en el grupo de artículos,
Update Current Stock,Actualizar stock actual,
Update Details,Detalles de actualización,
Update E-Way Bill Cancelled Status?,Update E-Way Bill Cancelled Status?,
Update Existing Records,Actualizar registros existentes,
Update Items,Actualizar productos,
Update Password,Actualiza contraseña,
Update Price from Shopify To ERPNext Price List,Update Price from Shopify To ERPNext Price List,
Update Print Format,Formato de impresión de actualización,
Update Rate and Availability,Actualización de tarifas y disponibilidad,
Update Rate as per Last Purchase,Update Rate as per Last Purchase,
Update Response,Actualizar Respuesta,
Update Schedule,Actualizar Programa,
Update Series,Definir Secuencia,
Update Series Number,Actualizar número de serie,
Update Stock,Actualizar el Inventario,
Update Taxes for Items,Actualizar impuestos para artículos,
Update Time,Tiempo de actualizacion,
Update in progress. It might take a while.,Actualización en progreso. Podría tomar un tiempo.,
Update latest price in all BOMs,Actualizar el último precio en todas las listas de materiales,
Update stock must be enable for the purchase invoice {0},Actualizar Stock debe estar habilitado para la Factura de Compra {0},
Updated via 'Time Log',Actualizado a través de la gestión de tiempos,
Updating Variants...,Actualizando Variantes ...,
Updating Work Order status,Updating Work Order status,
"Updating {0} of {1}, {2}","Actualización {0} de {1}, {2}",
Upload Attendance,Subir Asistencia,
Upload Bank Statement,Importar Estado bancario,
Upload HTML,Subir HTML,
Upload XML Invoices,Subir facturas XML,
Upload your letter head and logo. (you can edit them later).,Cargue su membrete y el logotipo. (Estos pueden editarse más tarde).,
Upper Income,Ingresos superior,
Upper Range,Rango superior,
Urgent,Urgente,
Use Custom Cash Flow Format,Utilice el formato de Flujo de fondos personalizado,
Use Google Maps Direction API to calculate estimated arrival times,Use la API de dirección de Google Maps para calcular los tiempos de llegada estimados,
Use Google Maps Direction API to optimize route,Utilice la API de dirección de Google Maps para optimizar la ruta,
Use Multi-Level BOM,Utilizar Lista de Materiales (LdM)  Multi-Nivel,
Use Sandbox,Utilizar Sandbox,
Use a name that is different from previous project name,Use un nombre que sea diferente del nombre del proyecto anterior,
Use for Shopping Cart,Utilizar para carrito de compras,
Use this field to render any custom HTML in the section.,Use este campo para representar cualquier HTML personalizado en la sección.,
Used,Usado,
Used Leave,Used Leave,
Used for Production Plan,Se utiliza para el plan de producción,
User,Usuario,
User Details,Detalles de usuario,
User ID,ID de usuario,
User ID not set for Employee {0},ID de usuario no establecido para el empleado {0},
User Id,ID de usuario,
User Remark,Observaciones,
User Resolution Time,Tiempo de resolución de usuario,
User has not applied rule on the invoice {0},El usuario no ha aplicado la regla en la factura {0},
User must always select,El usuario deberá elegir siempre,
User {0} already exists,El usuario {0} ya existe,
User {0} created,Usuario {0} creado,
User {0} does not exist,El usuario {0} no existe,
User {0} doesn't have any default POS Profile. Check Default at Row {1} for this User.,El usuario {0} no tiene ningún perfil POS predeterminado. Verifique el valor predeterminado en la fila {1} para este usuario.,
User {0} is already assigned to Employee {1},El usuario {0} ya está asignado al empleado {1},
User {0} is already assigned to Healthcare Practitioner {1},El Usuario {0} ya está asignado al profesional de la salud {1},
User {0} is disabled,El usuario {0} está deshabilitado,
User {} is disabled. Please select valid user/cashier,El usuario {} está inhabilitado. Seleccione un usuario / cajero válido,
Username,Nombre de usuario,
Users,Usuarios,
Users with this Role are allowed to set frozen accounts and create/modify accounting entries against frozen accounts.,Users with this Role are allowed to set frozen accounts and create/modify accounting entries against frozen accounts.,
Users with this role are allowed to over bill above the allowance percentage,Los usuarios que posean este rol pueden facturar sobrepasando el procentaje permitido,
Users with this role are allowed to over deliver/receive against orders above the allowance percentage,Los usuarios con este rol pueden entregar/recibir por encima del porcentaje permitido.,
Users with this role are allowed to set frozen accounts and create / modify accounting entries against frozen accounts,Los usuarios con este rol pueden establecer cuentas congeladas y crear / modificar los asientos contables para las mismas,
Utilities,Utilidades,
Utility Expenses,Servicios públicos,
Utilization,Utilization,
VAT Accounts,VAT Accounts,
VAT Amount (AED),VAT Amount (AED),
VAT Audit Report,VAT Audit Report,
VAT on Expenses and All Other Inputs,VAT on Expenses and All Other Inputs,
VAT on Sales and All Other Outputs,VAT on Sales and All Other Outputs,
Vacancies,Vacantes,
Vacancies cannot be lower than the current openings,Las vacantes no pueden ser inferiores a las vacantes actuales,
Vacant,Vacante,
Valid From,Válido desde,
Valid From Date must be lesser than Valid Upto Date.,Fecha desde Válida ser menor que Válido hasta la Fecha,
Valid From Time must be lesser than Valid Upto Time.,Válido desde el tiempo debe ser menor que Válido hasta el tiempo.,
Valid From date not in Fiscal Year {0},Válido desde la fecha no en el año fiscal {0},
Valid Number of Days,Número válido de días,
Valid Till,Válida hasta,
Valid Upto,Válido hasta,
Valid Upto date cannot be before Valid From date,La fecha válida hasta no puede ser anterior a la fecha válida desde,
Valid Upto date not in Fiscal Year {0},Actualización válida no en el año fiscal {0},
Valid for Countries,Válido para Países,
Valid from and valid upto fields are mandatory for the cumulative,Los campos válidos desde y válidos hasta son obligatorios para el acumulado,
Valid from date must be less than valid upto date,La fecha de validez debe ser inferior a la válida,
Valid till Date cannot be before Transaction Date,La fecha válida hasta la fecha no puede ser anterior a la fecha de la transacción,
Valid till date cannot be before transaction date,La fecha de vencimiento no puede ser anterior a la fecha de la transacción,
Validate Applied Rule,Validar regla aplicada,
Validate Attendance,Validar la Asistencia,
Validate Batch for Students in Student Group,Validar lote para estudiantes en grupo de estudiantes,
Validate Enrolled Course for Students in Student Group,Validar matriculados al Curso para estudiantes en grupo de alumnos,
Validate Selling Price for Item Against Purchase Rate or Valuation Rate,Validar el precio de venta del producto frente al precio de compra o la tasa de valoración,
Validating Employee Attendance...,Validación de la asistencia de los empleados ...,
Validation Error,Error de validacion,
Validity,Validez,
Validity Details,Detalles de validez,
Validity and Usage,Validez y uso,
Validity in Days,Validez en Días,
Validity period of this quotation has ended.,El período de validez de esta cotización ha finalizado.,
Valuation,Valuación,
Valuation Method,Método de Valoración,
Valuation Rate,Tasa de valoración,
Valuation Rate (In / Out),Valuation Rate (In / Out),
Valuation Rate Missing,Falta la tasa de valoración,
"Valuation Rate for the Item {0}, is required to do accounting entries for {1} {2}.","Tasa de valoración para el artículo {0}, se requiere para realizar asientos contables para {1} {2}.",
Valuation Rate is mandatory if Opening Stock entered,Rango de Valoración es obligatorio si se ha ingresado una Apertura de Almacén,
Valuation Rate required for Item {0} at row {1},Tasa de valoración requerida para el artículo {0} en la fila {1},
Valuation and Total,Valuación y Total,
Valuation rate for customer provided items has been set to zero.,Valuation rate for customer provided items has been set to zero.,
Valuation type charges can not be marked as Inclusive,Los cargos por tipo de valoración no se pueden marcar como inclusivos,
Valuation type charges can not marked as Inclusive,Cargos de tipo de valoración no pueden marcado como Incluido,
Value,Valor,
Value / Description,Valor / Descripción,
Value After Depreciation,Valor después de Depreciación,
Value Based Inspection,Value Based Inspection,
Value Details,Value Details,
Value Or Qty,Valor o cantidad,
Value Proposition,Propuesta de valor,
Value for Attribute {0} must be within the range of {1} to {2} in the increments of {3} for Item {4},Valor del atributo {0} debe estar dentro del rango de {1} a {2} en los incrementos de {3} para el artículo {4},
Value missing,Valor que Falta,
Value must be between {0} and {1},El valor debe estar entre {0} y {1},
Value of Goods,Value of Goods,
Value of goods cannot be 0,Value of goods cannot be 0,
Value or Qty,Valor o cantidad,
Values Changed,Valores Cambiados,
Values Out Of Sync,Valores fuera de sincronización,
"Values of exempt, nil rated and non-GST inward supplies","Valores de suministros internos exentos, nulos y no GST",
Variable,Variable,
Variable Based On Taxable Salary,Variable basada en el Salario Imponible,
Variable Name,Nombre de la Variable,
Variables,Variables,
Variance,Variance,
Variance ({}),Varianza ({}),
Variant,Variante,
Variant Attribute Error,Error de atributo de variante,
Variant Attributes,Atributos de Variante,
Variant BOM,Lista de materiales variante,
Variant Based On,Variante basada en,
Variant Based On cannot be changed,La variante basada en no se puede cambiar,
Variant Details Report,Informe de Detalles de Variaciones,
Variant Field,Campo de Variante,
Variant Item,Elemento variante,
Variant Items,Elementos variantes,
Variant Of,Variante de,
Variant creation has been queued.,La creación de variantes se ha puesto en cola.,
Variant of,Variante de,
Variants,Variantes,
Vegetarian,Vegetariano,
Vehicle,Vehículo,
Vehicle Date,Fecha de Vehículos,
Vehicle Expenses,Los gastos del vehículo,
Vehicle Log,Bitácora del Vehiculo,
Vehicle No,Nro de Vehículo.,
Vehicle Number,Número de Vehículo,
Vehicle Service,Servicio del Vehículo,
Vehicle Type,tipo de vehiculo,
Vehicle Type is required if Mode of Transport is Road,El tipo de vehículo es obligatorio si el modo de transporte es carretera,
Vehicle Value,El valor del vehículo,
Vehicle/Bus Number,Número de Vehículo/Autobús,
Vendor Name,Nombre del vendedor,
Venture Capital,Capital de riesgo,
Ver Sitio Web,Ver Sitio Web,
Verified By,Verificado por,
Verify Email,Verificar correo electrónico,
Very Coated,Muy Cubierto,
Very Hyper,Muy Hyper,
Via Customer Portal,A Través del Portal del Cliente,
Via Landed Cost Voucher,Via Landed Cost Voucher,
Video,Vídeo,
Video Settings,Ajustes de video,
View,Ver,
View Chart of Accounts,Ver el Cuadro de Cuentas,
View Fees Records,Ver Registros de Honorarios,
View Form,Ver formulario,
View Lab Tests,Ver pruebas de laboratorio,
View Leads,Ver Iniciativas,
View Ledger,Mostrar Libro Mayor,
View More,Ver Más,
View Now,Ver ahora,
View Type,Tipo de vista,
View all reviews,View all reviews,
View attachments,Ver Adjuntos,
View call log,Ver registro de llamadas,
View in Cart,Ver en Carrito,
View in Quote,View in Quote,
Views,Puntos de vista,
Vimeo,Vimeo,
Visit the forums,Visita los foros,
Visited,Visitado,
Visits Completed,Visits Completed,
Vital Signs,Signos vitales,
Voice,Voz,
Voice Call Settings,Voice Call Settings,
Volunteer,Voluntario,
Volunteer Name,Nombre del Voluntario,
Volunteer Skill,Habilidad del Voluntario,
Volunteer Skills,Habilidades del Voluntario,
Volunteer Type,Tipo de Voluntario,
Voucher #,Comprobante #,
Voucher Detail No,Detalle de Comprobante No,
Voucher No,Comprobante No.,
Voucher Type,Tipo de Comprobante,
Vouchers,Vales,
WIP Warehouse,Almacén de trabajos en proceso,
Wages,Salarios,
Wages per hour,Salarios por hora,
Waiting for payment...,Waiting for payment...,
Waitlisted,En Lista de Espera,
Walk In,Entrar,
Walking,Caminando,
Warehouse,Almacén,
Warehouse Capacity Summary,Resumen de capacidad de almacén,
Warehouse Capacity for Item '{0}' must be greater than the existing stock level of {1} {2}.,La capacidad del almacén para el producto '{0}' debe ser mayor a {1} {2}.,
Warehouse Contact Info,Información del Contacto en el Almacén,
Warehouse Detail,Detalles del Almacén,
Warehouse Name,Nombre del Almacén,
Warehouse Type,Tipo de almacén,
Warehouse and Reference,Almacén y Referencia,
Warehouse can not be deleted as stock ledger entry exists for this warehouse.,"El almacén no se puede eliminar, porque existen registros de inventario para el mismo.",
Warehouse can only be changed via Stock Entry / Delivery Note / Purchase Receipt,El almacen sólo puede ser alterado a través de: Entradas de inventario / Nota de entrega / Recibo de compra,
Warehouse cannot be changed for Serial No.,Almacén no se puede cambiar para el N º de serie,
Warehouse from where medication stock should be consumed,Almacén desde donde se debe consumir el stock de medicamentos,
Warehouse is mandatory,Almacén es Obligatorio,
Warehouse is mandatory for stock Item {0} in row {1},El almacén es obligatorio para el producto {0} en la línea {1},
Warehouse not found against the account {0},Almacén no encontrado en la cuenta {0},
Warehouse not found in the system,El almacén no se encuentra en el sistema,
"Warehouse required at Row No {0}, please set default warehouse for the item {1} for the company {2}","Se requiere Almacén en la Fila Nro {0}, configure el Almacén Predeterminado para el Artículo {1} para la Empresa {2}",
Warehouse required for stock Item {0},El almacén es requerido para el stock del producto {0},
Warehouse where you are maintaining stock of rejected items,Almacén en el cual se envian los productos rechazados,
Warehouse wise Item Balance Age and Value,Balance de Edad y Valor de Item por Almacén,
Warehouse {0} can not be deleted as quantity exists for Item {1},El almacén {0} no se puede eliminar ya que existen elementos para el Producto {1},
Warehouse {0} does not belong to Company {1}.,Warehouse {0} does not belong to Company {1}.,
Warehouse {0} does not belong to company {1},El almacén {0} no pertenece a la compañía {1},
Warehouse {0} does not exist,El almacén {0} no existe,
"Warehouse {0} is not linked to any account, please mention the account in the warehouse record or set default inventory account in company {1}.","Warehouse {0} is not linked to any account, please mention the account in the warehouse record or set default inventory account in company {1}.",
Warehouse: {0} does not belong to {1},Almacén: {0} no pertenece a {1},
Warehouses,Almacenes,
Warehouses with child nodes cannot be converted to ledger,Almacenes con nodos secundarios no pueden ser convertidos en libro mayor,
Warehouses with existing transaction can not be converted to group.,Complejos de transacción existentes no pueden ser convertidos en grupo.,
Warehouses with existing transaction can not be converted to ledger.,Complejos de depósito de transacciones existentes no se pueden convertir en el libro mayor.,
Warn,Advertir,
Warn POs,Avisar en Ordenes de Compra,
Warn Purchase Orders,Avisar en Órdenes de Compra,
Warn RFQs,Avisar en Solicitudes de Cotización,
Warn for new Purchase Orders,Avisar para nuevas Órdenes de Compra,
Warn for new Request for Quotations,Avisar de nuevas Solicitudes de Cotizaciones,
Warning,Advertencia,
Warning: Another {0} # {1} exists against stock entry {2},Advertencia: Existe otra {0} # {1} para la entrada de inventario {2},
Warning: Invalid SSL certificate on attachment {0},Advertencia: certificado SSL no válido en el apego {0},
Warning: Invalid attachment {0},Advertencia! archivo adjunto no valido: {0},
Warning: Leave application contains following block dates,Advertencia: La solicitud de ausencia contiene las siguientes fechas bloqueadas,
Warning: Material Requested Qty is less than Minimum Order Qty,Advertencia: La requisición de materiales es menor que la orden mínima establecida,
Warning: Sales Order {0} already exists against Customer's Purchase Order {1},Advertencia: La orden de venta {0} ya existe para la orden de compra {1} del cliente,
Warning: System will not check overbilling since amount for Item {0} in {1} is zero,Advertencia: El sistema no comprobará la sobrefacturación si la cantidad del producto {0} en {1} es cero,
Warranty / AMC Details,Detalles de Garantía/CMA,
Warranty / AMC Status,Garantía / Estado de CMA,
Warranty Claim,Reclamación de Garantía,
Warranty Expiry Date,Fecha de caducidad de la garantía,
Warranty Period (Days),Período de garantía (Días),
Warranty Period (in days),Período de garantía (en días),
Watch Intro,Ver introducción,
Water Analysis,Análisis de Agua,
Water Analysis Criteria,Criterios de Análisis de Agua,
We're here to help!,¡Estamos aquí para ayudar!,
Weather,Clima,
Weather Parameter,Parámetro Meteorológico,
Webhook ID,ID de Webhook,
Webhook Secret,Webhook Secret,
Webhooks,Webhooks,
Webhooks Details,Detalles de Webhooks,
Webhooks Secret,Webhooks Secret,
Website,Sitio Web,
Website Attribute,Atributo del sitio web,
Website Description,Descripción del Sitio Web,
Website Filter Field,Campo de filtro del sitio web,
Website Filters,Filtros del sitio web,
Website Image should be a public file or website URL,Sitio web imagen debe ser un archivo público o URL del sitio web,
Website Image {0} attached to Item {1} cannot be found,Sitio web Imagen {0} unido al artículo {1} no se puede encontrar,
Website Item Group,Grupo de productos en el sitio web,
Website Item already exists against Item {0},Website Item already exists against Item {0},
Website Item already exists against {0},Website Item already exists against {0},
Website Item {0} has been created.,Website Item {0} has been created.,
Website Listing,Listado de sitios web,
Website Manager,Administrar Página Web,
Website Settings,Configuración del Sitio Web,
Website Specifications,Especificaciones del sitio web,
Website URL,URL del Sitio Web,
Wednesday,Miércoles,
Week,Semana,
Weekday,Día laborable,
Weekdays,Días de la Semana,
Weekends,Fines de Semana,
Weekly,Semanal,
Weekly Off,Semanal Desactivado,
Weight,Peso,
Weight (In Kilogram),Peso (en kilogramo),
Weight (kg),Weight (kg),
Weight Per Unit,Peso por Unidad,
Weight UOM,Unidad de Medida (UOM),
Weightage,Peso,
Weightage (%),Porcentaje (%),
Weighting Function,Función de ponderación,
Welcome email sent,Correo electrónico de bienvenida enviado,
Welcome to ERPNext,Welcome to ERPNext,
Welcome to {0},Bienvenido a {0},
What do you need help with?,Con qué necesitas ayuda?,
What does it do?,¿A qué se dedica?,
Wheels,Ruedas,
"When checked, if user proceeds to make payment from an invoice, the system will open a Journal Entry instead of a Payment Entry.","When checked, if user proceeds to make payment from an invoice, the system will open a Journal Entry instead of a Payment Entry.",
"While creating account for Child Company {0}, parent account {1} found as a ledger account.","Al crear una cuenta para la empresa secundaria {0}, la cuenta principal {1} se encontró como una cuenta contable.",
"While creating account for Child Company {0}, parent account {1} not found. Please create the parent account in corresponding COA","Al crear la cuenta para la empresa secundaria {0}, no se encontró la cuenta principal {1}. Cree la cuenta principal en el COA correspondiente",
White,Blanco,
Why do think this Item should be removed?,¿Por qué cree que este artículo debería eliminarse?,
